"uniqueID","form","NUMBER","LABEL","ENGLISH","SC","V","K","TC","TG","SKIP","repeatability","REPEATABILITY.QUESTION","REPEATABILITY.SKIP","REPEATABILITY.NUMBER"
1295,"S2",NA,"DEM10.2","High school or less","高中或以下","Trung học trở xuống","고등학교 졸업 또는 중퇴","高中或高中以下","High school o hindi nakapagtapos sa high school","\seize{DEM10a.}","X",NA,"\seize{DEM10a.}",NA
1296,"S2",NA,"DEM10.3","Some college or greater","读过一些大学课程或接受更多教育","Từng học cao đẳng/đại học hoặc cao hơn","대학 이상","讀過一些大學課程或大學以上","Ilang kurso sa kolehiyo o mas mataas","\seize{DEM10b.}","X",NA,"\seize{DEM10b.}",NA
1297,"S2","13a","DEM10a.","If you completed high school or less, what is the highest degree or level of school that you have \textbf{completed?}","如果您完成的学历为高中或以下，请问您\CJKunderline{完成}的最高学位或教育水平是什么？","Nếu quý vị đã tốt nghiệp trung học hoặc thấp hơn, bằng cấp hoặc trình độ học vấn cao nhất mà quý vị đã \textbf{hoàn thành} là gì?","고등학교 졸업 이하인 경우, 귀하의 \textbf{최종 학력}은 무엇입니까?","如果您完成的學歷為高中或以下，您\CJKunderline{完成}的最高學歷或教育程度是什麼？","Kung nakatapos kayo ng high school o mas mababa, ano ang pinakamataas na antas ng pagaaral ang inyong \textbf{nakumpleto}?","\SOO","X",NA,"\SOO","3a"
1298,"S2",NA,"DEM10a.1","I left school before reaching high school","9 年级（初中）或以下","Lớp 9 trở xuống","9학년 이하","9 年級或9 年級以下 (國中畢業或國中以下)","Hindi ako nakatapos ng pag-aaral bago mag-high school","\seize{DEM11.}","X",NA,"\jump{subsec:TAL}",NA
1299,"S2",NA,"DEM10a.2","I attended high school but did not graduate","9 年级以上（初中毕业），但未从高中毕业","Trên lớp 9, nhưng chưa tốt nghiệp trung học","고등학교 중퇴","9年級以上(有上高中)，但高中未畢業","Pumasok ako sa high school pero hindi nagtapos","\seize{DEM11.}","X",NA,"\jump{subsec:TAL}",NA
1300,"S2",NA,"DEM10a.3","High school graduate","高中毕业","Tốt nghiệp trung học","고등학교 졸업","高中畢業","Nakapagtapos sa high school","\seize{DEM11.}","X",NA,"\jump{subsec:TAL}",NA
1301,"S2",NA,"DEM10a.4","GED/high school equivalency","高中同等学历","Giấy chứng nhận GED/tương đương trung học","검정고시/고등학교 동등 학력","GED或高中同等學歷","GED / katumbas ng high school","\seize{DEM11.}","X",NA,"\jump{subsec:TAL}",NA
1302,"S2","13b","DEM10b.","If you completed some college or greater, what is the highest degree or level of school that you have \textbf{completed?}","如果您完成的学历为大学或以上，请问您完成的最高学位或教育水平是什么？","Nếu quý vị đã học xong một số khóa học ở mức độ cao đẳng hoặc cao hơn,  bằng cấp hoặc trình độ học vấn cao nhất mà quý vị đã \textbf{hoàn thành} là gì?","대학을 다녔거나 그 이상을 마친 경우, 귀하의 \textbf{최종 학력}은 무엇입니까?","如果您完成的學歷為大學或大學以上，您\CJKunderline{完成}的最高學歷或教育程度是什麼？","Kung nakatapos kayo ng ilang kurso sa kolehiyo o mas mataas, ano ang pinakamataas na katibayan o antas ng edukasyon ang inyong \textbf{nakumpleto}?","\SOO","X",NA,"\SOO","3b"
1303,"S2",NA,"DEM10b.1","I attended college but did not receive degree","上过大学但未获得学位","Tôi đã học cao đẳng/đại học nhưng không có bằng","대학에 다녔지만 학위를 받지 않음","讀過一些大學課程但未獲得學位","Nag-aral ako sa kolehiyo ngunit hindi nakatanggap ng degree",NA,"X",NA,NA,NA
1304,"S2",NA,"DEM10b.2","Associate's degree (for example: AA, AS)","副学士学位（比如:AA、AS）","Bằng cao đẳng (ví dụ: AA, AS)","전문대학, 2년제 대학 (예: AA, AS)","副學士學位（例如：AA、AS）","Associate na degree (halimbawa: AA, AS)",NA,"X",NA,NA,NA
1305,"S2",NA,"DEM10b.3","Bachelor's degree (for example: BA, BS, BSc)","学士学位（比如:BA、BS、BSc）","Bằng cử nhân (ví dụ: BA, BS, BSc)","학사 학위(예: BA, BS, BSc)","學士學位（例如：BA、BS、BSc）","Bachelor na degree (for example: BA, BS, BSc)",NA,"X",NA,NA,NA
1306,"S2",NA,"DEM10b.4","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","硕士学位（比如:MA、MS、MEng、MEd、MSW、MBA）","Bằng thạc sĩ (ví dụ: MA, MS, MEng, MEd, MSW, MBA)","석사 학위(예: MA, MS, MEng, MEd, MSW, MBA)","碩士學位（例如：MA、MS、MEng、MEd、MSW、MBA）","Master na degree (halimbawa: MA, MS, MEng, MEd, MSW, MBA)",NA,"X",NA,NA,NA
1307,"S2",NA,"DEM10b.5","Professional or doctorate degree beyond a bachelor's degree (for example: MD, DDS, DVM, LLB, JD, PhD, EdD)","学士学位以上的专业或博士学位（比如:MD、DDS、DVM、LLB、JD、PhD、EdD）","Bằng chuyên môn hoặc bằng tiến sĩ cao hơn bằng cử nhân (ví dụ: MD, DDS, DVM, LLB, JD, PhD, EdD)","전문 또는 박사 학위 (예: MD, DDS, DVM, LLB, JD, PhD, EdD)","學士以上的專業學位或博士學位（例如：MD、DDS、DVM、LLB、JD、PhD、EdD）","Propesyonal o doctorate na degree na higit sa bachelor na degree (halimbawa: MD, DDS, DVM, LLB, JD, PhD, EdD)",NA,"X",NA,NA,NA
1308,"S2","14","DEM11.","Did you complete your highest level of education in the United States?","您是否在美国完成了最高学历？","Quý vị có hoàn thành trình độ học vấn cao nhất của quý vị ở Hoa Kỳ không?","미국에서 귀하의 최종 학력을 마쳤습니까?","您是否在美國完成您的最高學歷？","Nakumpleto ninyo ba ang inyong pinakamataas na edukasyon sa Estados Unidos?",NA,NA,NA,NA,NA
1309,"S2",NA,"DEM11.1","Yes","是","Có","예","是","Oo",NA,NA,NA,NA,NA
1310,"S2",NA,"DEM11.2","No","否","Không","아니요","否","Hindi",NA,NA,NA,NA,NA
1311,"S2","15","DEM11a.","How many years of schooling did you complete in the United States?","您在美国完成了多少年的学业？","Quý vị đã hoàn thành bao nhiêu năm học ở Hoa Kỳ?","미국에서 몇 년의 학교 교육을 완료했습니까?","您在美國完成了多少年的學業？","Ilan taon na edukasyon ang inyong na kumpleto sa Estados Unidos?",NA,NA,NA,NA,NA
1312,"S2",NA,"DEM11a.1","Number of years","年","Số năm","년","年","Bilang ng taon",NA,NA,NA,NA,NA
1313,"S2","16","DEM11b.","How many years of schooling did you complete outside of the United States?","您在美国以外完成了多少年的学业？","Quý vị đã hoàn thành bao nhiêu năm học bên ngoài Hoa Kỳ?","미국 외의 지역에서 몇 년의 학교 교육을 완료했습니까?","您在美國以外完成了多少年的學業？","Ilang taon kayo nag-aral sa labas ng Estados Unidos?",NA,NA,NA,NA,NA
1314,"S2",NA,"DEM11b.1","Number of years","年","Số năm","년","年","Bilang ng taon",NA,NA,NA,NA,NA
1315,"S2","17","DEM12.","What level of school did your mother complete?","您母亲的受教育程度是什么样的？","Mẹ của quý vị đã hoàn thành cấp học nào?","귀하의 어머니의 교육 수준이 어떻게 됩니까?","您母親完成的教育程度是什麼？","Anong antas ng edukasyon ang natapos ng inyong ina?","\SOO",NA,NA,NA,NA
1316,"S2",NA,"DEM12.1","She did not attend school","她没有上过学","Mẹ tôi không được đi học","학교에 다니지 않음","她沒有上過學","Hindi siya nag-aral",NA,NA,NA,NA,NA
1317,"S2",NA,"DEM12.2","High school or less","高中或以下","Trung học trở xuống","고등학교 졸업 또는 중퇴","高中或高中以下","High school o hindi nakapagtapos sa high school",NA,NA,NA,NA,NA
1318,"S2",NA,"DEM12.3","Some college or greater","读过一些大学课程或更多","Từng học cao đẳng/đại học hoặc cao hơn","대학 이상","讀過一些大學課程或大學以上","Ilang kurso sa kolehiyo o mas mataas",NA,NA,NA,NA,NA
1319,"S2",NA,"DEM12.4","Don't know","不知道","Không biết","모름","不知道","Hindi ko alam",NA,NA,NA,NA,NA
1320,"S2","18","DEM13.","What level of school did your father complete?","您的父亲完成的教育程度？","Cha của quý vị đã hoàn thành cấp học nào?","귀하의 아버지의 교육 수준이 어떻게 됩니까?","您的父親完成的教育程度是什麼？","Anong antas ng edukasyon ang natapos ng inyong ama?","\SOO",NA,NA,NA,NA
1321,"S2",NA,"DEM13.1","He did not attend school","他没有上过学","Cha tôi không được đi học","학교에 다니지 않음","他沒有上過學","Hindi siya nag-aral",NA,NA,NA,NA,NA
1322,"S2",NA,"DEM13.2","High school or less","高中或以下","Trung học trở xuống","고등학교 졸업 또는 중퇴","高中或高中以下","High school o hindi nakapagtapos sa high school",NA,NA,NA,NA,NA
1323,"S2",NA,"DEM13.3","Some college or greater","读过一些大学课程或更多","Từng học cao đẳng/đại học hoặc cao hơn","대학 이상","讀過一些大學課程或大學以上","Ilang kurso sa kolehiyo o mas mataas",NA,NA,NA,NA,NA
1324,"S2",NA,"DEM13.4","Don't know","不知道","Không biết","모름","不知道","Hindi ko alam",NA,NA,NA,NA,NA
1325,"S2","19","DEM14.","Are you currently employed?","您目前是否有工作？","Hiện tại quý vị có việc làm không?","귀하는 현재 재직 중이신가요?","您目前是否有工作？","Kasalukuyan ba kayong nagtatrabaho?",NA,NA,NA,NA,NA
1326,"S2",NA,"DEM14.1","Yes","是","Có","예","是","Oo","\seize{DEM14a.}",NA,NA,NA,NA
1327,"S2",NA,"DEM14.2","No","否","Không","아니요","否","Hindi","\seize{DEM14b.}",NA,NA,NA,NA
1328,"S2","19a","DEM14a.","If you are currently employed, which of the following best describes your current employment status?","如果您目前有工作，以下哪一项最能描述您目前的就业状态？","Nếu quý vị hiện nay đang có việc làm, điều nào sau đây mô tả đúng nhất tình trạng việc làm hiện tại của quý vị?","현재 고용된 상태라면, 다음 중 귀하의 현재 고용 상태는 무엇입니까?","如果您目前有工作，以下哪一項最能描述您目前的就業狀況？","Kung kayo ay kasalukuyang nagtatrabaho, alin sa mga sumusunod ang pinakaangkop naglalarawan sa inyong kasalukuyang katayuan sa trabaho?","\SOO",NA,NA,NA,NA
1329,"S2",NA,"DEM14a.1","Employed full-time","全职工作","Làm công việc toàn thời gian","풀타임","全職工作","Nagtatrabaho nang full time","\seize{DEM15.}",NA,NA,NA,NA
1330,"S2",NA,"DEM14a.2","Employed part-time","非全职工作","Làm công việc bán thời gian","파트타임","兼職工作","Nagtatrabaho nang part-time","\seize{DEM15.}",NA,NA,NA,NA
1331,"S2",NA,"DEM14a.3","Self-employed or business owner","自雇或企业主","Tự kinh doanh hoặc chủ doanh nghiệp","자영업자 또는 사업주","自僱或雇主","May sariling hanap-buhay o may ari ng negosyo","\seize{DEM15.}",NA,NA,NA,NA
1332,"S2","19b","DEM14b.","If you are \textbf{not} currently employed, which of the following best describes your current employment status?","如果您目前\CJKunderline{没有}工作，以下哪一项最能描述您目前的就业状态？","Nếu quý vị hiện nay \textbf{không} có việc làm, điều nào sau đây mô tả đúng nhất tình trạng việc làm hiện tại của quý vị?","현재 고용된 상태가 \textbf{아니라면}, 다음 중 귀하의 현재 고용 상태는 무엇입니까?","如果您目前\CJKunderline{没有}工作，以下哪一項最能描述您目前的就業狀況？","Kung kayo ay \textbf{hindi} kasalukuyang nagtatrabaho, alin sa mga sumusunod ang pinakaangkop naglalarawan sa inyong kasalukuyang katayuan sa trabaho?",NA,NA,NA,NA,NA
1333,"S2",NA,"DEM14b.1","Retired","已退休","Về hưu","은퇴","已退休","Retirado",NA,NA,NA,NA,NA
1334,"S2",NA,"DEM14b.2","Full-time homemaker","全职家庭主妇/主夫","Nội trợ toàn thời gian","전업 주부","全職家庭主婦/主夫","Full-time na homemaker",NA,NA,NA,NA,NA
1335,"S2",NA,"DEM14b.3","Seeking work and/or not employed","正在求职和/或未就业","Đang tìm việc và/hoặc không có việc làm","구직 중 및/또는 미취업","正在求職或未就業","Naghahanap ng trabaho at/o hindi nagtatrabaho",NA,NA,NA,NA,NA
1336,"S2",NA,"DEM14b.4","Full-time student","全职学生","Đi học toàn thời gian","전업 학생","全職學生","Full time na mag-aaral",NA,NA,NA,NA,NA
1337,"S2",NA,"DEM14b.5","Other (specify):","其他（请具体说明）:","Khác (vui lòng nêu rõ):","기타(구체적으로 명시):","其他（請具體說明）：","Iba pa (tukuyin):",NA,NA,NA,NA,NA
1338,"S2","20","DEM15.","What is your total household income?","您的家庭总收入是多少？","Tổng thu nhập của hộ gia đình quý vị là bao nhiêu?","총 가계 소득은 얼마입니까?","您的家庭總收入是多少？","Ano ang kabuuang kita ng inyong sambahayan?",NA,NA,NA,NA,NA
1339,"S2",NA,"DEM15.1","Greater than \$25,000 per year","每年超过 \$25,000","Trên \$25,000 mỗi năm","연간 \$25,000 초과","每年超過 25,000美金","Mas malaki sa \$25,000 bawat taon","\seize{DEM15a.}",NA,NA,NA,NA
1340,"S2",NA,"DEM15.2","Less than \$25,000 per year","每年不到 \$25,000","Dưới \$25,000 mỗi năm","연간 \$25,000 미만","每年少於 25,000美金","Mas mababa sa \$25,000 bawat taon","\jump{subsec:MDH}",NA,NA,NA,NA
1341,"S2",NA,"DEM15.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\jump{subsec:MDH}",NA,NA,NA,NA
1342,"S2","20a","DEM15a.","Please choose the category that describes your total household income:","请选择您家庭总收入的类别:","Vui lòng chọn danh mục mô tả tổng thu nhập của hộ gia đình quý vị:","다음 중 귀하의 가구 총 수입에 해당되는 항목을 선택해주십시오:","請選擇描述您家庭總收入的類別：","Mangyaring piliin ang kategoryang naglalarawan ng iyong kabuuang kita ng sambahayan:",NA,NA,NA,NA,NA
1343,"S2",NA,"DEM15a.1","\$25,000-\$49,999","\$25,000-\$49,999","\$25,000-\$49,999","\$25,000-\$49,999","25,000～49,999美金","\$25,000-\$49,999",NA,NA,NA,NA,NA
1344,"S2",NA,"DEM15a.2","\$50,000-\$100,000","\$50,000-\$100,000","\$50,000-\$100,000","\$50,000-\$100,000","50,000～100,000美金","\$50,000-\$100,000",NA,NA,NA,NA,NA
1345,"S2",NA,"DEM15a.3","Greater than \$100,000","超过 \$100,000","Trên \$100,000","\$100,000 이상","超過 100,000美金","Mas malaki sa \$100,000",NA,NA,NA,NA,NA
1346,"S2",NA,"DEM15a.4","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot",NA,NA,NA,NA,NA
1347,"S2",NA,"TAL0.","Part 4 -- Tobacco Use","第 4 部分 -- 烟草使用","Phần 4 -- Sử Dụng Thuốc Lá","파트 4 -- 담배 사용","第 4 部分 -- 煙草使用","Ika-4 Bahagi -- Paggarmit ng Tabako",NA,"X","Part 3 -- Tobacco Use",NA,NA
1348,"S2","68","TAL1.","Have you smoked at least 100 cigarettes in your lifetime?","您有生以来是否吸过至少100根烟？","Quý vị có từng hút ít nhất 100 điếu thuốc trong suốt cuộc đời mình không?","현재까지 평생 최소 100 개피의 담배를 피운 적이 있습니까?","您一生中是否曾吸過至少100 支香菸？","Kayo ba’y nakasigarilyo na ng humigit kumulang ng 100 sigarilyo sa buong buhay ninyo?",NA,"X",NA,NA,"4"
1349,"S2",NA,"TAL1.1","Yes","是","Có","예","是","Oo",NA,"X",NA,NA,NA
1350,"S2",NA,"TAL1.2","No","没有","Không","아니요","否","Hindi","\seize{TAL3.}","X",NA,"\seize{TAL4.}",NA
1351,"S2",NA,"TAL1.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\seize{TAL3.}","X",NA,"\seize{TAL4.}",NA
1352,"S2","69","TAL12.","How many years have you or did you smoke cigarettes?","你抽了多少年烟？","Quý vị đã hút thuốc lá bao nhiêu năm?","당신은 몇 년 동안 담배를 피웠습니까?","您抽了多少年的煙？","Ilang taon na kayong naninigarilyo o nanigarilyo kayo?",NA,NA,NA,NA,NA
1353,"S2",NA,"TAL12.1","Years","年","Năm","년","年","(na) Taon",NA,NA,NA,NA,NA
1354,"S2",NA,"TAL12.2","Don't Know","不知道","Không biết","모름","不知道","Hindi ko alam",NA,NA,NA,NA,NA
1355,"S2","70","TAL2.","Do you now smoke cigarettes every day, some days, or not at all?","您现在是否每天吸烟？有时吸烟？还是完全不吸烟？","Hiện tại quý vị hút thuốc mỗi ngày, thỉnh thoảng hay hoàn toàn không hút thuốc?","현재 담배를 얼마나 자주 피우십니까?","您現在是每天吸菸、有時吸菸還是都不吸菸？","Kasalukuyang ba kayong naninigarilyo ng araw-araw, ilang araw lamang, o hindi kailanman?",NA,"X",NA,NA,"5"
1356,"S2",NA,"TAL2.1","Every day","每天","Mỗi ngày","매일 피운다","每天吸菸","Araw-araw","\seize{TAL2a.}","X",NA,NA,NA
1357,"S2",NA,"TAL2.2","Some days","偶尔吸","Thỉnh thoảng","가끔 피운다","有時吸菸","Mga ilang araw","\seize{TAL2a.}","X",NA,NA,NA
1358,"S2",NA,"TAL2.3","Not at all","完全不吸烟","Hoàn toàn không","전혀 피우지 않는다","完全不吸菸","Lubos na hindi","\seize{TAL3.}","X",NA,NA,NA
1359,"S2",NA,"TAL2.4","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\seize{TAL3.}","X",NA,NA,NA
1360,"S2","70a","TAL2a.","On average, how many cigarettes do you smoke per day now? (There are 20 cigarettes in a pack.)","您目前平均每天抽多少支烟？（一包烟含 20 支。）","Trung bình hiện nay quý vị hút bao nhiêu điếu thuốc mỗi ngày? (Có 20 điếu thuốc trong một gói.)","평균적으로, 현재 하루에 몇 개피의 담배를 피우나요? (담배 한 갑에 20개피)","您目前平均一天吸多少根菸？（一包菸 20 支。）","Sa kasalukuyan, mga ilang sigarilyo ang sinisigarilyo ninyo, sa karaniwan, bawat araw? (May 20 sigarilyo sa isang pakete.)",NA,"X",NA,NA,"5a"
1891,"S2",NA,"TAL2a.2","{}","{}","{}","{}","平均一天","{}",NA,"X",NA,NA,NA
1361,"S2",NA,"TAL2a.1","Number of cigarettes per day","每天的烟数","Số điếu hút mỗi ngày","개/하루","支","Bilang ng sigarilyo bawat araw",NA,"X",NA,NA,NA
1362,"S2","71","TAL3.","Have you ever used an e-cigarette or other electronic vaping product, even just for one time, in your entire life?","您有生以来是否使用过电子烟或其他电子雾化烟产品（哪怕只有过一次）？","Quý vị có từng sử dụng thuốc lá điện tử hoặc sản phẩm hút thuốc lá điện tử khác chưa, kể cả là khi chỉ hút một lần trong đời?","평생 동안 전자담배나 기타 전자 베이핑 제품을 한 번이라도 사용해본 적이 있습니까?","您一生中是否曾使用過電子煙或其他電子煙的產品？即使您只是使用過一次。","Nakagamit na ba kayo ng e-cigarette o vape, kahit na minsan lamang sa buong buhay ninyo?",NA,NA,NA,NA,NA
1363,"S2",NA,"TAL3.1","Yes","是","Có","예","是","Oo","\seize{TAL3a.}",NA,NA,NA,NA
1364,"S2",NA,"TAL3.2","No","没有","Không","아니요","否","Hindi","\jump{subsec:ALCOHOL}",NA,NA,NA,NA
1365,"S2",NA,"TAL3.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\jump{subsec:ALCOHOL}",NA,NA,NA,NA
1366,"S2","71a","TAL3a.","Do you now use e-cigarettes or other electronic vaping products every day, some days, or not at all?","您现在是否每天吸电子烟？有时吸？还是完全不吸？","Bây giờ quý vị có sử dụng thuốc lá điện tử hoặc các sản phẩm vaping điện tử khác mỗi ngày, thỉnh thoảng, hoặc hoàn toàn không?","전자담배, 액상 담배를 매일, 가끔 아니면 전혀 피지 않습니까?","您現在是每天使用、有時使用還是都不使用電子煙或其他電子煙的產品？","Sa kasalukuyan, gumagamit ba kayo ng e-cigarette o vape araw-araw, ilang araw, o hindi kailanman?",NA,NA,NA,NA,NA
1367,"S2",NA,"TAL3a.1","Every day","每天","Mỗi ngày","매일 피운다","每天使用","Araw-araw",NA,NA,NA,NA,NA
1368,"S2",NA,"TAL3a.2","Some days","偶尔吸","Thỉnh thoảng","가끔 피운다","有時使用","Ilang araw",NA,NA,NA,NA,NA
1369,"S2",NA,"TAL3a.3","Not at all","完全不吸","Hoàn toàn không","전혀 피우지 않는다","完全不使用","Hindi talaga",NA,NA,NA,NA,NA
1370,"S2",NA,"TAL3a.4","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot",NA,NA,NA,NA,NA
1371,"S2",NA,"TAL0.2","Part 5 -- Alcohol Use","第 5 部分 -- 酒精使用","Phần 5 -- Sử Dụng Đồ Uống Có Cồn","파트 5 -- 알코올 사용","第 5 部分 -- 酒精使用","Ika-5 Bahagi -- Paggarmit ng Alak",NA,NA,NA,NA,NA
1372,"S2",NA,"TAL0.1","Now we are going to ask you about alcohol use. Please note we consider 1 drink to equal a 12 oz (355 ml) serving of beer, a 5 oz (148 ml) serving of wine, or 1 mixed drink containing 1.5 oz (44 ml) of liquor.","现在我们将询问您的饮酒情况。请注意，我们将 1 杯酒定义为 12 盎司（ 355毫升）的啤酒、5 盎司（148毫升）的葡萄酒，或含 1.5 盎司（44.4毫升）烈酒的 1 杯调酒。","Bây giờ chúng tôi sẽ hỏi quý vị về việc sử dụng đồ uống có cồn. Vui lòng lưu ý rằng chúng tôi coi 1 ly đồ uống tương đương với 12 oz (355 ml) bia, 5 oz (148 ml) rượu vang hoặc 1 ly đồ uống chứa 1.5 oz (44 ml) rượu mạnh.","다음은 주류 섭취에 관한 질문입니다. 음료 1잔은 맥주 12온스 (355 ml), 와인 5온스 (148 ml) 또는 주류 1.5온스 (44 ml) 가 포함된 혼합 음료 1잔으로 간주됩니다.","現在我們將詢問您的飲酒情況。請注意，我們將 1 杯酒定義為12盎司 (355 ml) 的啤酒、5 盎司 (148 ml) 的葡萄酒，或含 1.5 盎司 (44.4 ml) 烈酒的 1 杯調酒。","Ngayon ay tatanungin namin kayo tungkol sa paggamit ng alak. Mangyaring tandaan na isinasaalang-alang namin ang 1 inumin na katumbas ng isang 12 oz (355 ml) na serving ng beer, isang 5 oz (148 ml) na serving ng wine, o 1 cocktail na naglalaman ng 1.5 oz (44 ml) ng alak.",NA,NA,NA,NA,NA
1373,"S2","72","TAL4.","In your entire life, have you had at least 1 drink of any kind of alcohol, not counting small tastes and sips?","在您的一生中，除了小口尝试和啜饮外，您是否至少喝过 1 杯任何种类的酒？","Trong cuộc đời, quý vị có từng uống ít nhất 1 lần bất kỳ loại đồ uống có cồn nào, không tính những lần nếm thử và nhấp môi?","아주 살짝 맛을 본 경우는 제외하고 살면서 어떤 종류의 술이든 최소 1잔을 마신 적이 있습니까?","不管酒的種類，也不包括小口嘗試與啜飲，您一生中是否喝過 1 杯酒？","Sa buong buhay ninyo, nakainom na ba kayo ng kahit anumang uri ng alak kahit 1 beses lamang, hindi kaasama sa bilang ang pagtikim o paglasa.",NA,"X",NA,NA,"6"
1374,"S2",NA,"TAL4.1","Yes","是","Có","예","是","Oo",NA,"X",NA,NA,NA
1375,"S2",NA,"TAL4.2","No","否","Không","아니요","否","Hindi","\jump{subsec:ACC1}","X",NA,"\jump{subsec:ACC1}",NA
1376,"S2",NA,"TAL4.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\jump{subsec:ACC1}","X",NA,"\jump{subsec:ACC1}",NA
1377,"S2","73","TAL5.","How old were you when you had your \textbf{first} drink of alcohol, other than a few sips?","您\CJKunderline{第一次}正式饮酒（而不是啜饮）是在多大年龄？","Quý vị sử dụng đồ uống có cồn \textbf{lần đầu tiên} vào năm bao nhiêu tuổi, ngoài những lần nhấp môi?","아주 살짝 맛을 본 적을 제외하고 \textbf{처음으로} 술을 마셨던 나이가 몇 살이었습니까?","您\CJKunderline{第一次}正式飲酒（而不是啜飲）是幾歲的時候？","Ilang taon kayo noong \textbf{una} kayong uminom ng alak, maliban sa ilang pagtikim?",NA,NA,NA,NA,NA
1378,"S2",NA,"TAL5.1","8 years old or younger","8 岁或更小","8 tuổi trở xuống","8세 이하","8 歲或更小的時候","8 taong gulang pababa",NA,NA,NA,NA,NA
1379,"S2",NA,"TAL5.2","9 or 10 years old","9 或 10 岁","9 hoặc 10 tuổi","9~10세","9 歲或 10 歲","9 o 10 taong gulang",NA,NA,NA,NA,NA
1380,"S2",NA,"TAL5.3","11 or 12 years old","11 或 12 岁","11 hoặc 12 tuổi","11~12세","11 歲或 12 歲","11 o 12 taong gulang",NA,NA,NA,NA,NA
1381,"S2",NA,"TAL5.4","13 or 14 years old","13 或 14 岁","13 hoặc 14 tuổi","13~14세","13 歲或 14 歲","13 o 14 na taong gulang",NA,NA,NA,NA,NA
1382,"S2",NA,"TAL5.5","15 or 16 years old","15 或 16 岁","15 hoặc 16 tuổi","15~16세","15 歲或 16 歲","15 o 16 na taong gulang",NA,NA,NA,NA,NA
1383,"S2",NA,"TAL5.6","17 years old or older","17 岁或更大","17 tuổi trở lên","17세 이상","17 歲或更大的時候","17 taong gulang pataas",NA,NA,NA,NA,NA
1384,"S2",NA,"TAL5.7","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot",NA,NA,NA,NA,NA
1385,"S2","74","TAL6.","Have you stopped drinking alcohol?","您是否已经戒酒？","Quý vị đã ngừng sử dụng đồ uống có cồn chưa?","지금은 술을 끊었습니까?","您是否已經戒酒了？","Kayo ba’y tumigil na ng pa-inom ng alak?",NA,"X",NA,NA,"7"
1386,"S2",NA,"TAL6.1","Yes","是","Có","예","是","Oo","\seize{TAL6a.}","X",NA,NA,NA
1387,"S2",NA,"TAL6.2","No","否","Không","아니요","否","Hindi","\seize{TAL7.}","X",NA,NA,NA
1388,"S2",NA,"TAL6.3","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot","\seize{TAL7.}","X",NA,NA,NA
1389,"S2","74a","TAL6a.","How long ago did you stop drinking alcohol?","您是何时戒酒的？","Quý vị đã ngừng sử dụng đồ uống có cồn bao lâu rồi?","술을 끊은 지 얼마나 되었습니까?","您是何時戒酒的？","Gaano na kayo katagal noong tumigil sa pag-inom ng alak?",NA,"X",NA,NA,"7a"
1390,"S2",NA,"TAL6a.1","Less than 1 year ago","不到 1 年前","Chưa đến 1 năm trước","1년 미만","不到 1 年前","Wala pang 1 taon ang nakalipas",NA,"X",NA,NA,NA
1391,"S2",NA,"TAL6a.2","1-2 years ago","1-2 年前","1-2 năm trước","1~2년 전","1～2 年前","1-2 taon na ang nakalipas",NA,"X",NA,NA,NA
1392,"S2",NA,"TAL6a.3","More than 2 years ago","超过 2 年前","Hơn 2 năm trước","2년 이상 전","超過 2 年前","Mahigit 2 taon na ang nakalipas",NA,"X",NA,NA,NA
1393,"S2",NA,"TAL6a.4","Don't know/I prefer not to answer","不知道/我不愿意回答","Không biết/Tôi không muốn trả lời","모름/대답하고 싶지 않음","我不知道或不願意回答","Hindi ko alam/Mas gusto kong hindi sumagot",NA,"X",NA,NA,NA
